Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"Gottage v. Rood, 533 Fed. Appx. 546.txt",1,872,26.95,0.80,4.36,4.47,0.69,0.92,0.92,0.57,3.44,1.83
"Gagne v. Booker, 606 F.3d 278.txt",1,2073,25.86,0.87,2.75,1.16,0.87,1.45,1.40,1.30,3.52,2.75
"Blackston v. Rapelje, 780 F.3d 340.txt",1,894,26.17,1.34,4.25,1.68,1.45,1.57,1.23,1.12,2.68,2.13
"Mitts v. Bagley, 626 F.3d 366.txt",1,2850,24.46,2.14,3.75,2.07,1.02,2.18,1.86,0.77,2.35,3.09
"United States v. Clay, 667 F.3d 689.txt",1,1779,21.75,1.24,2.81,2.59,0.67,1.69,1.85,0.56,3.65,2.47
"Mendel v. City of Gibraltar, 727 F.3d 565.txt",1,724,25.55,2.62,2.76,1.93,1.38,2.62,1.38,1.38,2.62,4.28
"Moldowan v. City of Warren, 570 F.3d 698.txt",1,3725,27.25,1.61,3.38,1.83,1.91,1.40,1.96,2.15,1.93,2.31
"Stanfield v. City of Lima, 727 Fed. Appx. 841.txt",1,240,22.92,1.67,0.83,2.08,0.83,0.83,2.08,2.08,3.33,2.08
"Lumbard v. City of Ann Arbor, 913 F.3d 585.txt",1,952,23.95,1.89,1.58,1.47,1.16,1.79,1.37,0.63,2.21,3.57
"Deluca v. Blue Cross Blue Shield of Mich., 628 F.3d 743.txt",1,2546,24.12,1.45,2.40,2.04,1.61,2.32,1.65,1.30,2.95,2.91
"United States v. Kellogg, 306 Fed. Appx. 916.txt",1,302,26.82,0.66,3.31,1.66,0.00,0.66,4.30,1.32,1.66,1.99
"Sanford v. Main St. Baptist Church Manor, Inc., 327 Fed. Appx. 587.txt",1,86,27.91,1.16,2.33,3.49,0.00,2.33,1.16,1.16,1.16,2.33
"Watson v. Pearson, 928 F.3d 507.txt",1,112,21.43,4.46,1.79,3.57,1.79,4.46,4.46,0.89,0.89,3.57
"Rainey v. Patton, 534 Fed. Appx. 391.txt",1,25,36.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,8.00,4.00
"Patterson v. City of Akron, 619 Fed. Appx. 462.txt",1,115,22.61,0.87,1.74,0.87,3.48,0.87,2.61,1.74,4.35,0.87
"East Brooks Books, Inc. v. City of Memphis, 633 F.3d 459.txt",1,157,23.57,1.27,3.18,2.55,1.27,0.00,0.64,0.00,5.10,1.91
"Fears v. Morgan (In re Ohio Execution Protocol), 853 F.3d 822.txt",1,4911,26.45,1.22,2.24,2.61,0.67,2.22,0.96,0.81,2.71,2.10
"Hopkins Cty. Coal, LLC v. Perez, 696 Fed. Appx. 724.txt",1,335,27.46,1.19,2.39,2.69,0.60,2.39,0.00,1.49,1.19,2.39
"Madrigal v. Holder, 572 F.3d 239.txt",1,497,26.56,2.01,3.02,1.81,1.81,2.82,2.21,1.41,3.22,4.23
"F. H. v. Memphis City Sch., 764 F.3d 638.txt",1,288,21.53,2.43,0.35,1.39,0.35,1.39,0.35,0.69,2.43,2.78
"United States v. Abernathy, 843 F.3d 243.txt",1,172,28.49,0.58,3.49,4.07,2.91,2.91,0.58,2.91,3.49,1.74
"Moldowan v. City of Warren, 573 F.3d 309.txt",1,3726,27.27,1.61,3.38,1.83,1.91,1.40,1.99,2.15,1.93,2.31
"Moldowan v. City of Warren, 578 F.3d 351.txt",1,3726,27.27,1.61,3.38,1.83,1.91,1.40,1.99,2.15,1.93,2.31
"Drummond v. Houk, 728 F.3d 520.txt",1,819,27.72,1.59,5.74,2.81,2.44,3.17,3.42,1.34,2.56,4.03
"Etherton v. Rivard, 800 F.3d 737.txt",1,709,23.84,1.55,2.96,2.26,2.68,2.40,1.97,0.99,3.10,3.67
"Johnson v. Sherry, 586 F.3d 439.txt",1,1200,29.17,1.25,4.08,2.25,1.17,1.33,2.92,1.58,2.75,2.33
"Aarti Hospitality, LLC v. City of Grove City, 350 Fed. Appx. 1.txt",1,626,23.96,1.92,2.56,1.44,1.60,1.44,2.56,1.28,3.35,1.92
"Valent v. Comm'r of Soc. Sec., 918 F.3d 516.txt",1,2719,27.51,1.73,3.60,2.21,0.85,2.91,1.43,0.85,1.88,3.31
"United States v. Clay, 677 F.3d 753.txt",1,1246,21.35,0.40,2.25,0.96,0.64,1.04,1.12,0.72,3.13,1.20
"United States v. Corsmeier, 617 F.3d 417.txt",1,746,27.61,1.34,3.35,3.75,0.94,2.82,1.74,0.54,2.14,2.95
"Mich. State A. Philip Randolph Inst. v. Johnson, 749 Fed. Appx. 342.txt",1,456,19.52,1.54,2.19,2.41,1.10,3.95,3.07,0.44,3.07,1.75
"United States v. Albaadani, 863 F.3d 496.txt",1,499,28.26,1.20,1.00,2.00,2.20,3.61,0.60,0.80,2.00,3.81
"United States v. Simpson, 346 Fed. Appx. 10.txt",1,219,23.29,1.37,2.28,0.91,1.83,2.28,0.91,0.00,2.28,3.20
"United States v. Cota-Luna, 891 F.3d 639.txt",1,612,20.42,1.47,3.43,3.10,1.96,1.47,1.47,0.65,1.14,2.29
"DRFP L.L.C. v. Republica Bolivariana De Venez., 706 Fed. Appx. 269.txt",1,334,23.35,0.60,2.40,2.69,0.90,1.80,0.90,0.60,4.49,1.80
"United States v. Lazar, 604 F.3d 230.txt",1,121,18.18,0.00,0.00,1.65,2.48,1.65,0.83,0.83,4.13,0.83
"Gagne v. Booker, 680 F.3d 493.txt",1,6896,26.44,1.06,2.64,1.75,0.73,1.42,1.39,0.97,3.28,2.28
"Abercrombie & Fitch Co. v. Fed. Ins. Co., 370 Fed. Appx. 563.txt",1,2859,26.72,2.34,2.66,1.82,1.26,2.27,1.40,1.15,2.73,3.22
"Ryan v. City of Detroit, 698 Fed. Appx. 272.txt",1,633,21.48,0.79,3.48,3.95,2.84,2.05,1.42,0.95,1.58,2.05
"United States v. Lay, 612 F.3d 440.txt",1,749,21.50,0.93,3.07,2.80,2.54,3.07,2.00,0.67,2.80,2.67
"Gooch v. Life Investors Ins. Co. of Am., 672 F.3d 402.txt",1,278,23.74,2.16,2.52,2.52,2.52,2.52,0.72,0.72,5.40,1.80
"United States v. Stock, 685 F.3d 621.txt",1,195,23.08,1.03,2.05,1.54,1.54,1.54,1.54,1.03,4.10,1.03
"Mora v. Holder, 599 Fed. Appx. 575.txt",1,1186,24.03,1.52,1.94,1.69,1.10,2.53,1.85,0.34,3.88,2.45
"Shaw v. AT&T Umbrella Benefit Plan No. 1, 795 F.3d 538.txt",1,190,26.32,1.58,3.68,0.53,2.63,4.21,1.05,1.05,2.63,3.68
"Guertin v. Michigan, 924 F.3d 309.txt",1,1279,24.94,1.25,0.94,1.64,1.02,1.88,2.03,0.63,1.02,1.72
"Bullington v. Bedford Cty., 905 F.3d 467.txt",1,441,26.08,1.81,3.40,2.04,1.36,2.95,1.13,0.68,2.72,2.49
"Hopkins Cty. Coal, LLC v. Acosta, 875 F.3d 279.txt",1,339,27.14,1.18,2.36,2.65,0.59,2.36,0.00,1.47,1.18,2.36
"United States v. Burris, 912 F.3d 386.txt",1,1813,24.71,1.65,2.54,1.77,1.93,2.59,1.65,0.83,2.70,3.09
"B.A. Constr. & Mgmt. v. Knight Enters., 365 Fed. Appx. 638.txt",1,812,24.88,1.85,1.85,1.85,1.97,0.99,0.49,0.99,1.85,2.71
"United States v. Ferreira, 665 F.3d 701.txt",1,1345,21.26,1.19,3.72,1.26,1.49,2.38,1.71,0.82,3.57,2.38
"Hudson v. City of Highland Park, 943 F.3d 792.txt",1,101,27.72,1.98,0.00,1.98,1.98,2.97,0.99,0.00,0.99,1.98
"Blount-Hill v. Zelman, 636 F.3d 278.txt",1,865,20.46,2.20,2.20,1.73,2.08,2.54,0.92,0.81,2.66,1.85
"Cradler v. United States, 891 F.3d 659.txt",1,354,28.53,1.98,2.54,2.26,0.28,1.13,1.41,0.85,3.67,2.26
"Lorenzo v. Barr, 779 Fed. Appx. 366.txt",1,113,23.01,1.77,1.77,4.42,1.77,1.77,2.65,4.42,0.88,2.65
"Buchanan v. Northland Group, 776 F.3d 393.txt",1,894,24.27,1.90,2.13,3.13,2.24,1.45,1.57,0.67,2.80,3.02
"Lorenzo v. Barr, 806 Fed. Appx. 431.txt",1,203,30.05,0.99,5.42,4.43,2.96,0.99,1.48,0.00,0.99,4.43
"United States v. Noble, 762 F.3d 509.txt",1,255,20.78,1.18,4.31,3.53,0.78,1.18,0.39,0.78,3.92,2.35
"R.C. Olmstead, Inc. v. CU Interface, LLC, 606 F.3d 262.txt",1,190,18.95,1.05,0.53,4.21,1.58,2.63,2.11,0.53,4.21,2.63
"United States v. Beauchamp, 659 F.3d 560.txt",1,2234,24.66,1.57,2.33,1.61,1.25,2.24,1.52,1.34,4.25,3.22
"Lorenzo v. Barr, 929 F.3d 379.txt",1,113,23.01,1.77,1.77,4.42,1.77,1.77,2.65,4.42,0.88,2.65
"United States v. Myers, 854 F.3d 341.txt",1,1245,29.56,1.12,1.29,1.69,0.80,1.04,1.77,0.72,2.41,2.17
"Wayside Church v. Van Buren Cnty., 847 F.3d 812.txt",1,1474,25.03,0.95,1.63,0.88,1.02,2.44,1.36,0.95,2.31,2.17
"United States v. Richardson, 960 F.3d 761.txt",1,606,25.91,1.32,1.16,1.49,1.32,2.97,1.49,1.32,0.66,3.63
"Shaya v. Holder, 586 F.3d 401.txt",1,295,26.44,0.34,4.07,2.71,1.36,3.05,1.02,0.68,2.03,2.37
"Tenn. Hosp. Ass'n v. Azar, 908 F.3d 1029.txt",1,1759,28.60,1.02,3.24,1.76,0.63,1.53,1.42,0.28,2.50,2.05
"Flanigan v. Panin, 724 Fed. Appx. 375.txt",1,580,25.00,1.38,1.90,4.66,1.03,1.38,2.41,2.07,3.10,1.90
"Mason v. Lockwood, Andrews & Newnam, P.C., 842 F.3d 383.txt",1,1943,27.12,1.18,3.35,2.68,0.87,1.44,1.85,0.82,2.37,1.65
"United States v. McCloud, 730 F.3d 600.txt",1,130,23.85,3.08,3.85,3.85,3.08,1.54,1.54,0.00,0.77,4.62
"Mich. First Credit Union v. CUMIS Ins. Soc'y, Inc., 641 F.3d 240.txt",1,274,33.94,1.46,0.73,1.46,1.82,1.82,2.19,1.09,3.28,2.92
"Phillips v. Hoffner, 755 Fed. Appx. 481.txt",1,267,20.97,1.50,3.00,1.50,0.37,1.12,0.75,0.00,3.37,1.50
"United States v. Corsmeier, 432 Fed. Appx. 525.txt",1,364,25.55,0.82,1.65,2.20,0.82,0.27,1.92,0.27,1.65,1.65
"Babcock & Wilcox Co. v. Cormetech, Inc., 848 F.3d 754.txt",1,648,18.83,1.85,2.62,2.31,2.31,2.62,2.01,0.77,1.85,3.70
"United States v. Taylor, 600 F.3d 678.txt",1,484,24.59,2.07,3.31,2.07,2.48,2.89,1.45,2.07,1.65,3.31
"Keys v. Booker, 798 F.3d 442.txt",1,591,21.15,1.02,3.21,1.52,2.03,2.71,2.03,1.02,2.37,2.71
