Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"State v. Griffin, 887 N.W.2d 257.txt",1,2807,25.65,0.61,2.96,1.53,0.78,2.39,1.75,0.86,3.03,2.10
"Seagate Tech., LLC v. Western Digital Corp., 854 N.W.2d 750.txt",1,7284,31.60,1.21,2.72,2.16,0.78,2.28,1.17,1.40,3.86,2.59
"Safeway Transit LLC v. Disc. Party Bus, Inc., 954 F.3d 1171.txt",1,256,21.88,2.34,4.30,0.78,1.56,2.34,1.56,2.34,2.73,4.69
"State v. Randolph, 800 N.W.2d 150.txt",1,512,28.91,0.78,2.15,2.73,1.56,1.76,2.73,2.34,2.34,1.95
"Fernow v. Gould, 835 N.W.2d 8.txt",1,1836,25.76,1.36,4.36,1.85,1.25,2.02,2.78,1.25,3.70,1.80
"State v. Fawcett, 884 N.W.2d 380.txt",1,1700,29.53,1.24,2.88,4.24,1.12,2.41,1.71,1.35,2.29,2.29
"State v. Struzyk, 869 N.W.2d 280.txt",1,6468,27.94,0.94,2.66,2.33,0.87,3.28,1.47,0.82,2.55,3.66
"Noerper v. Saul, 964 F.3d 738.txt",1,44,22.73,0.00,2.27,4.55,2.27,2.27,4.55,0.00,4.55,2.27
"Spann v. Lombardi, 960 F.3d 1085.txt",1,99,27.27,2.02,1.01,3.03,3.03,3.03,2.02,1.01,1.01,4.04
"United States v. Strickland, 759 Fed. Appx. 544.txt",1,63,30.16,1.59,1.59,3.17,1.59,3.17,1.59,1.59,1.59,6.35
"In re Guardianship of Tschumy, 853 N.W.2d 728.txt",1,7528,26.10,1.49,2.72,1.57,1.58,2.94,1.65,1.71,2.47,2.40
"State v. Campbell, 814 N.W.2d 1.txt",1,2185,33.78,0.87,2.61,2.75,0.92,1.24,0.59,0.46,3.11,1.19
"Marks v. Comm'r of Revenue, 875 N.W.2d 321.txt",1,2909,25.95,1.03,2.58,2.10,1.10,1.51,1.51,0.93,2.06,1.99
"In re Tigue, 900 N.W.2d 424.txt",1,1718,28.29,1.57,2.79,2.27,0.87,1.57,1.92,1.86,3.61,2.10
"State v. Ali, 806 N.W.2d 45.txt",1,986,27.59,0.81,2.74,2.03,0.51,1.12,1.32,0.61,2.03,1.83
"CRST Expedited, Inc. v. TransAm Trucking, Inc., 960 F.3d 499.txt",1,1137,25.51,1.93,3.52,2.46,1.58,2.11,1.58,1.67,2.11,2.99
"TC_American Monorail, Inc. v. Custom Conveyor Corp., 840 N.W.2d 414.txt",1,536,27.43,0.37,5.41,1.87,0.75,0.56,0.75,0.93,2.05,1.31
"State v. Eason, 906 N.W.2d 840.txt",1,1342,26.01,1.94,3.80,1.71,0.67,1.64,1.19,0.37,1.27,2.53
"United States v. Wilson, 803 Fed. Appx. 49.txt",1,230,23.04,2.61,3.48,0.87,2.17,1.74,0.43,0.00,2.61,3.04
"Rodgers v. Bryant, 942 F.3d 451.txt",1,4326,24.13,1.41,1.66,1.29,1.66,2.70,1.90,1.20,2.08,2.57
"State v. Brooks, 838 N.W.2d 563.txt",1,1280,27.97,1.95,2.11,3.36,1.33,2.19,1.33,1.56,2.97,3.52
"State v. Pratt, 813 N.W.2d 868.txt",1,4825,27.01,1.14,3.34,2.55,1.18,2.03,1.45,1.16,3.73,2.20
"United States v. Perry, 908 F.3d 1126.txt",1,1753,22.59,0.97,3.42,1.54,1.08,1.88,2.62,0.57,2.40,2.34
"Mwangi v. Barr, 934 F.3d 818.txt",1,121,26.45,2.48,2.48,3.31,0.83,1.65,1.65,2.48,2.48,4.96
"Beuning Family LP v. County of Stearns, 817 N.W.2d 122.txt",1,2577,24.68,0.85,2.76,1.55,0.97,1.75,1.32,1.44,2.68,1.75
"Wayne v. State, 832 N.W.2d 831.txt",1,397,19.40,2.02,2.52,1.01,0.25,3.53,1.01,2.27,1.76,2.77
"State v. Ali, 855 N.W.2d 235.txt",1,654,23.55,1.22,1.38,0.46,0.61,1.68,0.92,0.76,3.06,2.14
"United States v. Nyah, 928 F.3d 694.txt",1,130,22.31,3.08,5.38,0.77,2.31,3.85,2.31,0.00,4.62,3.85
"United States v. McDaniel, 925 F.3d 381.txt",1,744,23.12,0.81,3.36,1.48,1.08,3.09,3.23,0.54,2.42,2.69
"Rodgers v. Bryant, 953 F.3d 517.txt",1,536,22.76,1.12,3.17,1.68,0.37,2.24,0.56,0.75,1.87,1.31
"State v. Silvernail, 831 N.W.2d 594.txt",1,2514,30.31,1.31,4.34,2.55,0.95,2.67,2.67,0.88,2.67,2.19
"Schober v. Comm'r of Revenue, 853 N.W.2d 102.txt",1,99,25.25,2.02,1.01,1.01,1.01,1.01,0.00,1.01,1.01,1.01
"Midwest Family Mut. Ins. Co. v. Wolters, 831 N.W.2d 628.txt",1,2292,32.16,0.74,3.62,2.57,1.27,2.57,1.53,0.57,2.40,4.49
"State v. Little, 851 N.W.2d 878.txt",1,5118,22.39,1.62,2.36,2.19,2.09,2.03,1.37,0.43,2.25,2.95
"State v. Jeffries, 806 N.W.2d 56.txt",1,587,26.92,0.85,3.41,1.70,1.02,1.70,1.70,1.02,2.39,2.04
"Carlton v. State, 816 N.W.2d 590.txt",1,1161,30.75,1.29,1.81,2.07,1.55,2.50,1.81,1.38,2.67,3.62
"Abrahamson v. St. Louis County Sch. Dist., 819 N.W.2d 129.txt",1,334,29.34,0.60,4.79,0.90,0.90,1.20,1.80,0.60,2.10,0.90
"McGehee v. Neb. Dep't of Corr. Servs., 968 F.3d 899.txt",1,120,22.50,0.00,0.83,1.67,0.00,3.33,0.83,2.50,1.67,1.67
"United States v. Barthman, 919 F.3d 1118.txt",1,457,22.10,1.09,2.19,1.97,1.31,2.63,2.19,0.22,1.53,2.19
"Sanchez v. State, 816 N.W.2d 550.txt",1,71,15.49,2.82,2.82,1.41,1.41,2.82,0.00,1.41,0.00,1.41
"Adeli v. Silverstar Auto., Inc., 960 F.3d 452.txt",1,743,20.19,0.40,1.88,1.35,1.08,1.75,1.08,0.40,2.83,1.62
"United States v. Bell, 771 Fed. Appx. 702.txt",1,209,17.70,1.44,1.44,1.44,3.35,0.96,1.91,0.96,2.39,1.44
"Schlafly v. Eagle Forum, 970 F.3d 924.txt",1,247,23.89,0.81,0.81,0.81,2.83,0.81,0.81,1.21,2.02,1.62
"State v. Smith, 876 N.W.2d 310.txt",1,15193,23.15,1.32,2.71,1.79,1.15,1.99,1.29,0.90,3.34,2.38
"State v. Vang, 847 N.W.2d 248.txt",1,8357,24.88,1.10,2.35,1.89,0.77,1.94,1.10,0.83,4.00,2.48
"Cook v. George's, Inc., 952 F.3d 935.txt",1,422,23.70,2.61,2.84,1.66,1.90,1.90,3.08,1.18,3.55,2.84
"Sleiter v. Am. Family Mut. Ins. Co., 868 N.W.2d 21.txt",1,3169,30.17,0.76,2.49,2.40,1.20,1.17,0.88,1.86,2.84,0.98
"State v. Hayes, 831 N.W.2d 546.txt",1,167,25.15,1.20,1.80,1.20,1.20,2.40,1.80,0.00,2.99,1.20
"In re An Admin. Search Warrant v. Wiebesick, 899 N.W.2d 152.txt",1,7084,30.90,1.41,3.20,2.95,0.97,1.93,0.99,1.84,3.66,2.22
"Calzone v. Summers, 909 F.3d 940.txt",1,2166,30.75,1.75,2.63,2.35,1.29,2.35,2.45,1.29,2.63,2.59
"State v. Obeta, 796 N.W.2d 282.txt",1,2454,26.24,1.51,2.12,1.59,1.43,2.12,2.08,0.94,2.40,2.36
"Bobo v. State, 820 N.W.2d 511.txt",1,2320,28.45,1.81,4.44,2.33,1.64,2.37,3.62,1.21,2.54,2.59
"Jackson v. State, 883 N.W.2d 272.txt",1,133,25.56,1.50,1.50,1.50,0.00,2.26,0.75,0.00,3.01,0.75
"Bicking v. City of Minneapolis, 891 N.W.2d 304.txt",1,2884,27.15,1.94,2.91,1.39,1.01,2.43,1.60,1.49,2.81,2.88
"State v. Beecroft, 813 N.W.2d 814.txt",1,904,27.65,1.99,2.54,2.32,1.00,2.88,1.88,0.88,2.43,3.21
"United States v. Johnson, 2020 U.S. App. LEXIS 29189.txt",1,248,21.77,1.61,3.23,2.82,1.21,0.81,1.61,1.61,0.81,1.21
"State v. Boecker, 893 N.W.2d 348.txt",1,3608,29.55,0.89,3.30,2.66,0.67,0.91,1.66,0.64,2.85,1.69
"Fisher v. Jim Lupient Auto Mall, 904 N.W.2d 447.txt",1,48,18.75,0.00,0.00,2.08,2.08,0.00,0.00,0.00,0.00,0.00
"Graff v. Robert M. Swendra Agency, Inc., 800 N.W.2d 112.txt",1,1106,28.12,1.08,2.53,3.62,0.90,2.80,1.63,1.27,2.62,3.44
"State v. Kelley, 855 N.W.2d 269.txt",1,4720,21.19,1.33,3.18,2.06,1.14,1.38,2.14,0.93,2.39,2.14
"United States v. Brown, 929 F.3d 1030.txt",1,103,19.42,0.97,0.97,2.91,0.97,2.91,1.94,0.97,3.88,2.91
"State v. Lugo, 887 N.W.2d 476.txt",1,5462,26.40,1.46,4.12,2.49,0.62,1.57,2.18,1.72,3.17,2.42
"State v. Crawley, 819 N.W.2d 94.txt",1,7118,28.21,0.81,2.84,1.92,0.98,1.80,1.60,1.73,1.70,1.78
"United States v. Ross, 969 F.3d 829.txt",1,377,20.42,1.59,3.45,4.51,0.80,1.59,2.12,0.80,4.77,2.39
"State v. Ferguson, 808 N.W.2d 586.txt",1,2351,28.33,1.32,1.49,2.47,0.43,1.62,0.85,0.94,3.70,2.21
"Harbaugh v. Comm'r of Revenue, 830 N.W.2d 881.txt",1,692,26.88,1.45,2.60,1.88,0.87,1.45,0.87,1.73,4.05,1.88
"Dean v. City of Winona, 868 N.W.2d 1.txt",1,3800,27.89,1.68,1.76,2.08,0.97,1.79,0.55,1.55,2.76,2.13
"Christianson v. Henke, 831 N.W.2d 532.txt",1,3235,24.45,0.99,3.86,1.95,1.21,2.50,1.55,0.59,3.31,2.60
"State v. Bernard, 859 N.W.2d 762.txt",1,4451,24.71,1.24,2.63,2.67,0.72,1.28,0.83,2.49,2.27,1.89
"United States v. Wainwright, 807 Fed. Appx. 601.txt",1,132,16.67,1.52,3.03,1.52,0.76,0.76,2.27,1.52,2.27,1.52
"State v. Rhoads, 813 N.W.2d 880.txt",1,3795,30.25,1.34,3.58,2.21,1.00,1.90,1.03,0.79,4.11,1.71
"State v. Cox, 798 N.W.2d 517.txt",1,343,29.45,0.87,3.21,3.21,0.87,4.96,2.33,3.21,2.62,2.62
"United States v. Harmon, 944 F.3d 734.txt",1,397,24.43,2.77,3.27,2.02,0.76,2.27,0.76,1.26,2.52,1.76
"State v. Coles, 862 N.W.2d 477.txt",1,34,26.47,2.94,5.88,2.94,0.00,2.94,0.00,0.00,2.94,2.94
"Nose v. State, 845 N.W.2d 193.txt",1,4537,25.28,1.54,2.87,2.71,0.71,1.12,0.97,0.90,3.64,2.36
"State v. Irby, 848 N.W.2d 515.txt",1,233,24.03,2.15,3.43,1.29,1.29,4.29,0.43,2.15,0.43,3.43
"Graham v. CIOX Health, LLC, 952 F.3d 972.txt",1,1291,24.63,1.86,2.79,1.86,1.47,2.40,1.39,0.70,4.49,3.56
"State v. Castillo-Alvarez, 836 N.W.2d 527.txt",1,6835,27.99,1.36,2.56,2.22,0.94,1.55,1.54,1.39,3.56,2.44
"United States v. St. Pierre, 912 F.3d 1137.txt",1,93,24.73,1.08,1.08,1.08,2.15,2.15,0.00,1.08,7.53,3.23
"State v. M.D.T., 831 N.W.2d 276.txt",1,4993,27.76,1.04,1.70,1.58,0.58,1.36,1.28,1.58,2.60,1.80
