Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"In re Young, 2009 Iowa App. LEXIS 678.txt",1,569,24.96,1.93,2.81,1.41,1.23,4.57,1.05,1.23,1.93,4.39
"State v. Lindell, 828 N.W.2d 1.txt",1,2061,24.70,1.16,1.55,1.55,0.82,1.89,1.16,0.58,3.11,1.94
"State v. Querrey, 871 N.W.2d 126.txt",1,174,17.24,0.00,1.15,0.57,1.15,0.57,0.57,0.00,1.72,1.15
"State v. Lindsey, 881 N.W.2d 411.txt",1,195,33.33,3.08,1.54,0.51,0.51,1.03,0.51,1.54,3.08,3.08
"Powers v. State, 911 N.W.2d 774.txt",1,1249,23.54,1.36,2.64,2.16,1.28,0.80,0.24,0.80,1.76,1.12
"State v. Thacker, 862 N.W.2d 402.txt",1,831,26.59,0.96,3.25,3.13,0.60,1.68,0.60,0.84,3.13,2.17
"Behm v. City of Cedar Rapids, 922 N.W.2d 524.txt",1,1334,30.21,2.10,2.10,2.10,1.05,2.10,1.42,1.12,3.15,2.77
"Evercom Sys. v. Iowa Utils. Bd., 2010 Iowa App. LEXIS 97.txt",1,1210,29.67,1.49,2.31,1.98,0.74,2.23,1.16,0.50,3.22,2.73
"State v. Diallo, 905 N.W.2d 394.txt",1,195,27.69,2.05,1.54,2.56,0.51,1.03,0.00,1.03,4.10,2.05
"State v. Einfeldt, 914 N.W.2d 773.txt",1,5469,27.70,1.72,3.69,1.83,1.28,2.30,1.08,1.28,3.62,2.63
"City of Iowa City v. Iowa City Bd. of Review, 863 N.W.2d 663.txt",1,411,25.30,1.46,3.16,1.22,0.97,1.22,1.22,0.73,5.35,1.95
"State v. Mathias, 936 N.W.2d 222.txt",1,1550,24.00,0.84,3.29,2.52,0.84,2.45,1.74,0.45,2.84,2.77
"State v. Hoeck, 843 N.W.2d 67.txt",1,1938,23.84,2.12,2.17,1.39,1.44,2.06,1.60,1.03,3.46,3.04
"In the Interest of T.H., 913 N.W.2d 578.txt",1,1677,27.73,1.97,2.15,1.49,0.72,1.43,1.55,1.49,2.68,2.21
"Bryant v. Rimrodt, 872 N.W.2d 366.txt",1,1159,22.95,1.04,1.98,1.47,1.47,1.21,0.86,1.29,3.36,1.90
"Polk County Bd. of Review v. Property Assessment Appeal Bd., 2010 Iowa App. LEXIS 855.txt",1,742,23.72,1.75,2.16,2.02,0.54,0.94,1.21,0.40,3.64,1.62
"Neal v. Annett Holdings, Inc., 814 N.W.2d 512.txt",1,2640,26.93,1.44,2.58,1.17,1.74,1.48,1.25,1.82,2.80,2.20
"State v. Heim, 2009 Iowa App. LEXIS 1515.txt",1,576,23.96,1.04,3.99,2.08,1.04,1.39,1.39,0.17,3.30,0.69
"State v. Martinez, 896 N.W.2d 737.txt",1,5170,27.04,1.47,2.22,2.57,0.72,2.13,1.26,1.41,2.40,2.69
"State v. Huser, 894 N.W.2d 472.txt",1,2202,25.39,2.00,4.59,1.50,2.63,1.95,1.14,0.54,4.00,3.41
"Concerned Citizens of Southeast Polk Sch. Dist. v. City Dev. Bd. of Iowa, 872 N.W.2d 399.txt",1,2076,22.74,1.69,2.84,1.69,1.49,2.12,0.77,1.06,3.28,2.60
"State v. Copenhaver, 844 N.W.2d 442.txt",1,1937,23.75,0.72,2.17,2.43,0.77,3.77,0.93,0.31,3.10,2.99
"State v. White, 903 N.W.2d 331.txt",1,1575,24.25,1.46,2.98,1.21,1.52,2.41,1.33,0.57,3.87,2.22
"State v. Tyler, 830 N.W.2d 288.txt",1,670,24.78,1.64,1.19,1.49,0.45,0.75,0.75,0.60,2.84,2.24
"In re Marriage of Harris, 877 N.W.2d 434.txt",1,690,26.52,0.72,2.46,1.59,1.30,1.45,0.72,0.87,3.48,1.30
"Plowman v. Fort Madison Cmty. Hosp., 896 N.W.2d 393.txt",1,2770,24.44,1.81,2.17,2.67,1.44,2.17,1.30,1.08,2.31,3.25
"Behm v. City of Cedar Rapids, 2018 Iowa Sup. LEXIS 85.txt",1,1513,29.02,2.38,2.05,1.85,1.59,2.71,1.45,1.06,3.11,3.24
"Caruso v. Apts. Downtown, Inc., 880 N.W.2d 465.txt",1,1073,24.32,2.05,3.26,2.70,1.68,2.05,1.86,1.21,2.61,3.82
"Freer v. DAC, Inc., 929 N.W.2d 685.txt",1,1591,25.46,1.51,1.95,1.82,1.19,1.13,0.88,1.26,3.14,1.51
"State v. Caballero, 2010 Iowa App. LEXIS 545.txt",1,142,20.42,0.70,2.82,5.63,1.41,3.52,0.00,0.00,0.70,3.52
"Pitts v. Farm Bureau Life Ins. Co., 818 N.W.2d 91.txt",1,4493,26.71,1.47,1.45,2.76,1.34,1.67,1.09,1.96,2.45,2.11
"State v. Ingram, 914 N.W.2d 794.txt",1,3412,25.00,1.82,2.29,1.55,1.32,2.05,1.14,2.05,2.70,2.84
"Gartner v. Iowa Dep't of Pub. Health, 830 N.W.2d 335.txt",1,83,21.69,1.20,2.41,1.20,1.20,1.20,1.20,1.20,0.00,1.20
"In re Chapman, 890 N.W.2d 853.txt",1,1474,26.53,0.81,2.99,2.71,1.42,2.99,1.97,2.44,2.31,2.58
"State v. Pearson, 836 N.W.2d 88.txt",1,3845,24.76,1.85,2.21,1.51,1.14,2.00,1.30,0.75,3.59,2.31
"Jensen v. City Council of Cambridge, 2010 Iowa App. LEXIS 573.txt",1,592,25.68,2.53,2.53,1.52,0.51,2.87,0.84,1.69,1.86,3.21
"State v. Myers, 924 N.W.2d 823.txt",1,895,21.01,1.34,2.68,1.56,0.45,1.56,1.12,0.22,1.68,1.56
"Godfrey v. State, 847 N.W.2d 578.txt",1,5307,24.61,1.53,2.28,1.85,1.41,2.79,0.98,1.02,2.58,3.47
"State v. Iowa Dist. Court for Story County, 843 N.W.2d 76.txt",1,1662,29.90,1.38,2.05,1.93,0.78,2.83,1.32,1.44,2.59,3.01
"Chiodo v. Schultz, 846 N.W.2d 845.txt",1,3170,27.92,1.36,2.52,2.05,1.01,1.96,0.88,0.82,2.84,2.24
"Sallee v. Stewart, 827 N.W.2d 128.txt",1,5789,27.33,1.40,1.92,3.59,1.14,2.31,1.07,1.57,2.73,2.76
"Rivera v. Woodward Res. Ctr., 830 N.W.2d 724.txt",1,1495,21.67,1.61,1.67,2.27,1.67,2.41,2.21,0.87,1.54,3.01
"In re B.B., 826 N.W.2d 425.txt",1,977,23.85,1.13,1.54,1.33,2.15,2.97,1.94,1.23,2.87,2.76
"State v. Barnes, 2009 Iowa App. LEXIS 329.txt",1,723,14.94,1.11,1.38,0.83,0.97,1.38,0.28,0.69,4.84,1.38
"Evenson v. Winnebago Indus., 881 N.W.2d 360.txt",1,2364,31.77,1.10,2.03,1.90,1.31,2.79,1.18,0.51,3.64,1.78
"Nolan v. Employment Appeal Bd., 2011 Iowa App. LEXIS 107.txt",1,786,35.88,0.25,4.07,1.40,0.89,1.91,0.51,0.89,4.83,1.53
"Fagen v. Grand View Univ., 861 N.W.2d 825.txt",1,2461,28.69,1.30,2.97,2.60,1.63,3.01,0.93,0.98,2.52,2.60
"Scottsdale Ins. Co. v. Attys. Process & Investigation Servs., 2009 Iowa App. LEXIS 1636.txt",1,726,25.62,1.52,1.52,0.69,1.10,3.03,2.07,0.83,3.58,2.62
"State v. Louisell, 865 N.W.2d 590.txt",1,1873,24.61,1.49,2.46,1.55,1.49,1.23,2.03,0.43,2.83,2.08
"State v. Baldon, 829 N.W.2d 785.txt",1,6938,26.00,1.23,3.16,2.03,1.07,2.12,1.07,1.12,3.85,2.32
"State v. Vela, 2011 Iowa App. LEXIS 190.txt",1,434,26.96,1.15,2.53,0.69,1.15,0.92,0.92,0.00,4.38,1.84
"Planned Parenthood of the Heartland v. Reynolds ex re. State, 915 N.W.2d 206.txt",1,7189,24.83,1.46,2.66,1.86,0.83,1.63,1.47,2.14,2.11,1.92
"State v. Herron, 2010 Iowa App. LEXIS 1557.txt",1,296,25.00,0.68,2.03,1.35,0.00,1.69,0.68,0.68,4.05,1.01
"State v. Sweet, 879 N.W.2d 811.txt",1,5820,26.67,2.10,3.06,1.63,1.32,2.16,1.75,0.67,2.85,2.78
"State v. Draine, 936 N.W.2d 205.txt",1,908,26.87,1.54,3.08,1.65,0.88,1.76,1.10,0.88,4.41,2.20
"Weizberg v. City of Des Moines, 923 N.W.2d 200.txt",1,1517,25.84,2.11,2.37,2.77,1.05,1.91,1.19,1.05,2.90,2.31
"Dolphin Residential Coop., Inc. v. Iowa City Bd. of Review, 863 N.W.2d 644.txt",1,3239,28.77,1.64,1.88,2.38,1.88,1.51,1.54,1.08,3.27,2.10
"In re J.J., 2009 Iowa App. LEXIS 462.txt",1,211,25.12,2.84,1.90,4.27,0.95,1.42,0.95,0.95,5.69,0.95
"State v. Plain, 898 N.W.2d 801.txt",1,1274,24.10,1.73,3.06,3.45,2.04,1.41,0.78,0.47,2.20,2.04
"State v. Ragland, 836 N.W.2d 107.txt",1,2003,27.41,1.90,1.55,1.40,1.15,1.95,0.70,0.65,2.40,2.40
"State v. Weitzel, 905 N.W.2d 397.txt",1,1234,23.58,1.46,2.11,2.51,1.94,0.97,1.70,0.81,2.59,2.03
"State v. Jaquez, 856 N.W.2d 663.txt",1,551,23.05,2.00,1.45,1.27,1.09,2.36,1.27,0.18,2.90,3.27
"State v. Harrington, 893 N.W.2d 36.txt",1,2083,19.54,2.06,3.07,1.92,2.26,2.30,1.01,1.01,3.26,3.70
"State v. Young, 863 N.W.2d 249.txt",1,2375,25.77,1.56,3.37,2.02,1.22,1.89,0.88,0.97,3.16,2.23
"State v. Roache, 920 N.W.2d 93.txt",1,2031,24.82,1.67,2.95,2.02,2.07,1.92,2.17,0.44,2.31,3.40
"Abbas v. Iowa Ins. Div., 893 N.W.2d 879.txt",1,1092,30.49,2.11,2.38,3.11,1.37,3.02,0.82,2.84,2.20,4.85
"Rowley v. Rowley (In re Rowley), 2010 Iowa App. LEXIS 406.txt",1,364,23.35,1.10,1.65,4.12,1.10,1.37,2.20,0.27,1.65,1.65
"Madden v. City of Iowa City, 848 N.W.2d 40.txt",1,2160,26.53,1.53,1.99,1.62,1.67,2.31,1.62,2.13,2.87,2.92
"State v. Tipton, 897 N.W.2d 653.txt",1,533,25.89,1.13,4.13,1.88,1.31,1.31,1.69,1.31,2.06,0.75
"Krogmann v. State, 914 N.W.2d 293.txt",1,2318,23.30,1.77,2.42,1.51,1.29,1.86,0.60,2.11,2.42,2.37
"Morales v. Iowa DOT, 2011 Iowa App. LEXIS 143.txt",1,607,27.35,2.64,3.13,3.29,3.29,2.31,2.14,2.14,2.14,3.46
"State v. Kooima, 833 N.W.2d 202.txt",1,2355,25.73,1.19,2.68,1.44,0.98,1.44,0.59,1.66,3.91,1.83
"Hutchison v. Shull, 878 N.W.2d 221.txt",1,503,26.64,1.19,2.98,1.39,2.19,3.18,2.39,0.60,3.18,3.38
"Green v. Wilderness Ridge, L.L.C., 2009 Iowa App. LEXIS 440.txt",1,1271,25.18,0.79,3.07,1.81,2.28,1.34,1.10,0.55,2.20,1.26
"Walker v. State, 801 N.W.2d 548.txt",1,1770,24.80,1.47,2.66,2.09,1.36,2.03,0.90,0.68,2.99,2.43
"State v. Braswell, 2010 Iowa App. LEXIS 810.txt",1,2556,25.74,1.88,1.84,1.41,1.13,1.68,0.78,0.86,4.50,2.23
"In re C.F.-H., 889 N.W.2d 201.txt",1,4063,21.56,1.62,1.82,1.77,1.13,2.02,1.45,0.84,3.77,1.92
"State v. King, 867 N.W.2d 106.txt",1,68,25.00,0.00,5.88,2.94,2.94,1.47,0.00,0.00,1.47,0.00
"Nance v. Iowa Dep't of Revenue, 908 N.W.2d 261.txt",1,1680,25.00,1.37,2.86,2.20,1.37,1.37,1.19,0.89,3.27,2.08
"NextEra Energy Res. LLC v. Iowa Utils. Bd., 815 N.W.2d 30.txt",1,2530,29.13,1.38,3.68,2.73,1.62,2.17,1.26,1.30,3.28,2.69
"State v. Brown, 856 N.W.2d 685.txt",1,128,12.50,0.00,3.91,3.12,1.56,1.56,2.34,0.00,0.78,0.00
"Segura v. State, 889 N.W.2d 215.txt",1,2881,24.75,1.35,2.40,1.32,1.15,2.01,1.28,1.49,3.40,2.26
"State v. Pearson, 876 N.W.2d 200.txt",1,2221,28.46,1.31,2.57,1.53,1.04,1.58,1.22,0.50,2.43,2.12
"De Stefano v. Apts. Downtown, Inc., 879 N.W.2d 155.txt",1,4178,26.09,1.34,1.99,1.29,1.27,2.08,1.03,1.70,3.88,2.61
"Brakke v. Iowa Dep't of Natural Res., 897 N.W.2d 522.txt",1,1166,28.39,1.63,1.80,1.97,1.97,1.37,1.46,1.54,3.34,2.23
"Lind v. Lind (In re Estate of Robert), 2009 Iowa App. LEXIS 1714.txt",1,335,29.25,1.79,1.79,0.30,1.79,1.19,0.90,0.90,4.18,1.19
"C & J Vantage Leasing Co. v. Wolfe, 2009 Iowa App. LEXIS 1579.txt",1,758,24.67,2.37,2.77,2.90,2.64,3.69,1.45,1.85,1.85,5.01
"Banwart v. 50th St. Sports, L.L.C., 910 N.W.2d 540.txt",1,1039,26.37,0.96,3.08,2.02,1.92,2.79,1.15,0.87,3.75,3.08
"Diaz v. State, 896 N.W.2d 723.txt",1,1906,24.13,1.84,2.15,2.62,1.21,2.52,1.05,1.63,1.52,2.68
"State v. Williams, 895 N.W.2d 856.txt",1,1000,24.40,1.60,1.80,2.70,0.80,1.80,0.70,0.60,5.80,1.80
"In the Interest of O.M.F., 2009 Iowa App. LEXIS 1494.txt",1,546,29.12,0.55,1.28,1.65,1.10,1.65,0.37,1.83,2.01,1.47
"State v. Marshall, 882 N.W.2d 68.txt",1,9180,25.77,1.51,2.88,1.64,0.82,1.93,1.08,0.74,3.70,2.05
"State v. Clay, 824 N.W.2d 488.txt",1,965,26.94,0.93,4.35,2.18,1.14,2.07,1.14,0.93,2.38,1.66
"State v. Kern, 831 N.W.2d 149.txt",1,1460,27.05,1.92,4.18,2.88,1.71,2.19,0.48,1.37,3.15,1.92
"Determann v. Empl. Appeal Bd., 2010 Iowa App. LEXIS 527.txt",1,883,24.01,2.94,2.49,1.93,2.38,1.81,1.70,0.68,2.60,3.40
"State v. Taylor, 881 N.W.2d 72.txt",1,2414,22.95,1.24,2.61,1.82,2.03,1.45,1.08,1.04,3.19,1.91
"Cooksey v. Cargill Meat Solutions Corp., 831 N.W.2d 94.txt",1,3045,24.76,1.81,2.07,2.00,1.18,1.31,1.08,1.22,3.28,2.66
"SZ Enters., LLC v. Iowa Utils. Bd., 850 N.W.2d 441.txt",1,2766,26.36,1.70,3.47,2.17,1.37,1.92,1.23,0.61,3.58,3.15
"State v. Jones, 817 N.W.2d 11.txt",1,4039,22.36,1.46,3.52,1.91,1.21,2.40,0.99,0.89,2.87,3.27
"State v. Halverson, 857 N.W.2d 632.txt",1,798,22.93,1.88,3.38,2.01,1.75,1.75,0.88,0.50,2.38,2.88
"State v. Campbell, 2010 Iowa App. LEXIS 1074.txt",1,144,24.31,2.08,0.69,1.39,1.39,2.78,4.17,2.08,3.47,4.17
"State v. Jepsen, 907 N.W.2d 495.txt",1,3740,26.58,1.55,1.18,1.87,1.15,1.58,1.04,1.15,2.67,2.14
"State v. Macke, 933 N.W.2d 226.txt",1,3862,28.56,1.01,2.82,2.28,0.98,2.82,1.32,0.80,1.58,2.80
"State v. Short, 851 N.W.2d 474.txt",1,19249,29.21,1.26,3.34,2.21,1.02,1.98,1.45,1.30,3.10,1.91
"In re Marriage of Haynes, 2009 Iowa App. LEXIS 1654.txt",1,867,21.22,2.54,3.58,1.15,2.19,1.85,1.04,0.12,3.00,2.77
"Rhoades v. State, 848 N.W.2d 22.txt",1,386,26.42,2.59,2.07,3.37,0.52,1.81,2.33,1.30,3.63,3.11
