Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"La Tour v. City of Fayetteville, 442 F.3d 1094.txt",1,1384,31.14,1.45,3.32,3.18,1.16,2.31,0.94,2.67,4.41,1.95
"Fairbrook Leasing, Inc. v. Mesaba Aviation, Inc., 408 F.3d 460.txt",1,1354,28.29,1.85,3.03,1.33,0.81,1.03,2.44,1.33,3.03,2.51
"United States v. Bagley, 907 F.3d 1096.txt",1,506,21.74,1.19,2.17,1.58,1.38,0.59,1.38,1.38,2.96,1.38
"United States v. Hott, 2009 U.S. App. LEXIS 6009.txt",1,575,24.52,2.26,1.57,1.91,0.70,1.74,0.87,1.22,2.26,4.17
"Sensient Techs. Corp. v. SensoryEffects Flavor Co., 613 F.3d 754.txt",1,1527,30.12,1.51,3.27,4.13,0.85,3.41,0.92,0.52,2.49,1.90
"Knudsen v. IRS, 581 F.3d 696.txt",1,2258,28.52,1.51,2.97,1.99,1.11,1.51,0.89,0.49,2.44,1.86
"Rochell v. City of Springdale Police Dep't, 768 Fed. Appx. 588.txt",1,544,28.86,1.29,2.76,2.94,1.10,1.47,4.04,0.92,1.65,2.94
"Holschen v. Int'l Union of Painters & Allied Trades, 598 F.3d 454.txt",1,124,29.03,0.00,3.23,1.61,0.81,3.23,0.00,0.00,5.65,0.81
"United States v. Fischer, 641 F.3d 1006.txt",1,1097,26.25,0.82,2.01,5.65,1.37,3.01,1.91,1.28,1.09,3.46
"Rodgers v. U.S. Bank, N.A., 417 F.3d 845.txt",1,2311,26.57,0.91,2.47,1.99,1.04,1.43,1.38,0.69,2.12,1.86
"North Dakota v. Heydinger, 825 F.3d 912.txt",1,1050,31.14,0.48,1.14,2.48,1.24,2.10,0.95,2.38,2.38,2.29
"Williams v. Mo. Dep't of Mental Health, 407 F.3d 972.txt",1,470,29.57,1.49,3.62,2.77,2.77,2.13,0.21,2.34,2.13,2.55
"North Dakota v. Lange, 900 F.3d 565.txt",1,1972,26.93,1.06,2.13,2.38,1.06,1.27,0.76,0.86,2.03,1.88
"Golinveaux v. United States, 915 F.3d 564.txt",1,1204,23.42,1.25,2.74,2.16,1.50,1.99,2.74,0.42,1.33,2.33
"United States v. Head, 707 F.3d 1026.txt",1,1203,27.43,0.91,2.24,1.58,0.83,1.25,1.75,0.67,1.75,2.00
"Plouffe v. Ligon, 606 F.3d 890.txt",1,451,16.19,1.33,1.77,0.67,0.22,0.67,2.00,0.67,1.77,1.33
"Dillard v. O'Kelley, 961 F.3d 1048.txt",1,1132,22.88,1.68,3.36,1.41,0.97,1.86,1.68,1.33,2.30,2.12
"United States v. Urick, 431 F.3d 300.txt",1,66,28.79,0.00,7.58,3.03,0.00,0.00,0.00,0.00,0.00,0.00
"Colella's Super Market, Inc. v. SuperValu, Inc. (In re Wholesale Grocery Prods. Antitrust Litig.), 8.txt",1,194,34.54,2.58,1.55,3.09,2.06,1.55,0.00,1.03,2.06,2.06
"Gilooly v. Mo. Dep't of Health & Senior Servs., 421 F.3d 734.txt",1,1908,30.66,1.31,3.67,4.04,0.89,1.94,0.89,2.73,2.67,2.83
"Commercial Res. Group, LLC v. J.M. Smucker Co., 753 F.3d 790.txt",1,1260,24.13,0.87,2.06,2.38,1.43,1.75,0.40,1.43,2.46,1.27
"Hesseltine v. Colvin, 800 F.3d 461.txt",1,812,28.94,1.97,4.31,1.11,0.99,2.83,0.49,1.48,2.96,3.57
"United States v. Long, 870 F.3d 741.txt",1,1135,25.02,1.67,2.29,1.50,1.76,2.56,1.06,1.15,2.11,3.52
"Gerhardson v. Gopher News Co., 698 F.3d 1052.txt",1,1063,23.61,1.51,2.26,1.60,0.66,1.03,0.47,0.56,1.51,2.26
"Syverson v. FirePond, Inc., 383 F.3d 745.txt",1,1702,30.26,1.29,2.17,2.12,1.53,2.06,1.41,1.12,3.17,1.88
"Cutcliff v. Reuter, 889 F.3d 491.txt",1,1148,27.96,1.66,2.09,1.66,1.31,2.00,2.79,0.78,2.44,3.57
"Cottier v. City of Martin, 445 F.3d 1113.txt",1,1711,27.29,1.23,3.04,2.10,1.40,1.11,1.46,0.18,2.69,1.29
"United States v. Farlee, 757 F.3d 810.txt",1,37,24.32,0.00,5.41,0.00,0.00,2.70,0.00,0.00,5.41,2.70
"Lunon v. Botsford, 946 F.3d 425.txt",1,362,27.90,0.83,3.31,1.10,0.55,2.21,1.10,1.10,3.04,1.10
"United States v. Dodge Caravan Grand Se_Sport Van, 387 F.3d 758.txt",1,1502,26.23,0.67,2.33,1.33,0.80,2.33,1.07,0.67,2.60,2.00
"Faruq v. Vickers, 743 F.3d 604.txt",1,1356,27.95,1.47,3.91,1.92,1.47,1.11,0.96,0.74,1.92,2.06
"United States v. Fast Horse, 747 F.3d 1040.txt",1,2100,22.29,1.57,3.10,1.71,1.10,1.52,1.57,0.67,2.76,1.86
"United States v. Benedict, 815 F.3d 377.txt",1,377,24.67,0.53,2.39,0.53,0.53,1.59,1.06,1.33,2.39,1.59
"Clark v. Matthews Int'l Corp., 639 F.3d 391.txt",1,1575,26.35,1.40,2.73,1.52,1.33,1.84,1.40,0.32,1.59,2.10
"Hawkins v. Cmty. Bank of Raymore, 761 F.3d 937.txt",1,1192,28.61,1.01,3.27,2.35,1.17,2.27,2.10,1.01,1.93,2.68
"United States v. Morin, 141 Fed. Appx. 500.txt",1,128,14.84,2.34,0.78,3.12,0.78,1.56,0.78,0.00,1.56,3.12
"United States v. Castleman, 795 F.3d 904.txt",1,830,20.12,1.93,3.49,2.77,1.33,2.29,0.84,3.13,2.89,3.73
"Millennium Operations, Inc. v. SuperValu, Inc. (In re Wholesale Grocery Prods. Antitrust Litig.), 20.txt",1,122,36.07,0.00,4.92,1.64,3.28,3.28,0.82,1.64,0.00,1.64
"United States v. Cotton, 823 F.3d 430.txt",1,1104,24.64,1.27,3.17,2.99,1.00,1.81,1.54,0.82,2.72,2.26
"Sasser v. Norris, 2009 U.S. App. LEXIS 29830.txt",1,414,21.74,1.21,2.66,2.42,0.72,0.48,0.97,2.17,1.45,0.72
"Bailey v. Bayer CropScience L.P., 563 F.3d 302.txt",1,99,29.29,5.05,2.02,3.03,0.00,3.03,1.01,1.01,4.04,4.04
"Richardson v. United States, 623 Fed. Appx. 841.txt",1,405,20.25,1.48,1.73,1.48,1.23,0.25,0.74,0.99,0.74,2.22
"Patel v. Trivedi, 536 Fed. Appx. 673.txt",1,254,29.92,1.57,2.76,2.36,0.79,1.18,1.18,0.79,2.36,1.97
"Szabla v. City of Brooklyn Park, 429 F.3d 1168.txt",1,1045,25.74,2.01,3.16,3.64,1.82,1.91,1.05,1.34,2.49,3.16
"United States v. Jimenez-Gutierrez, 425 F.3d 1123.txt",1,335,30.45,0.60,5.07,3.88,2.39,1.79,0.30,0.60,1.49,1.49
"Jesinoski v. Countrywide Home Loans, Inc., 736 F.3d 1134.txt",1,197,18.27,2.03,2.54,2.03,0.00,2.54,1.02,2.03,1.52,1.02
"United States v. Davis, 397 F.3d 672.txt",1,283,25.80,1.41,6.71,3.18,0.71,3.53,0.35,0.71,1.06,2.12
"United States v. Harrison, 393 F.3d 805.txt",1,602,27.74,0.83,2.99,1.83,1.00,1.33,0.66,0.50,2.16,1.66
"Millennium Operations, Inc. v. SuperValu, Inc. (In re Wholesale Grocery Prods. Antitrust Litig.), 85.txt",1,1609,34.12,1.06,2.30,2.86,1.24,1.62,0.87,0.87,2.30,2.42
"Haas v. Kelly Servs., 409 F.3d 1030.txt",1,992,29.94,1.81,3.02,2.22,1.31,2.32,1.51,0.91,2.02,3.12
"Smith v. Arrington Oil & Gas, Inc., 664 F.3d 1208.txt",1,577,22.88,1.91,1.73,2.25,2.95,1.91,0.69,1.21,3.29,1.39
"United States v. Anderson, 618 F.3d 873.txt",1,1570,24.46,1.53,2.17,1.59,1.08,2.93,2.93,1.15,2.29,2.23
"Wartman v. United Food & Commer. Workers Local 653, 871 F.3d 638.txt",1,1054,30.55,1.52,1.71,2.56,1.04,2.28,0.76,3.04,2.75,2.75
"United States v. Sherwood, 850 F.3d 391.txt",1,609,32.35,2.79,3.61,2.30,1.64,2.30,1.15,0.66,2.96,3.45
"Barton v. Taber, 820 F.3d 958.txt",1,1351,27.61,1.85,3.33,1.04,2.00,1.48,2.66,0.59,2.07,2.59
"United States v. Flute, 929 F.3d 584.txt",1,2431,24.80,1.65,2.47,2.55,0.90,1.32,2.10,0.90,2.34,2.43
"Gregory v. Dillard's, Inc., 494 F.3d 694.txt",1,5114,28.63,1.54,1.76,1.94,0.98,1.45,1.27,1.92,2.87,2.37
"JCB, Inc. v. Union Planters Bank, NA, 539 F.3d 862.txt",1,1301,28.98,0.92,3.38,2.46,0.85,1.31,1.84,0.31,2.92,1.15
"Burlison v. Springfield Pub. Schs., 708 F.3d 1034.txt",1,496,27.82,1.61,3.23,3.23,0.00,1.41,0.40,1.41,1.21,1.81
"Dakotas & W. Minn. Elec. Indus. Health & Welfare Fund v. First Agency, Inc., 865 F.3d 1098.txt",1,303,23.43,0.99,2.97,2.64,0.99,2.31,0.33,1.98,3.96,1.98
"United States v. Rush-Richardson, 574 F.3d 906.txt",1,1114,26.39,1.26,3.41,1.71,1.44,2.24,0.81,0.54,2.78,2.69
"Alliance Ins. Co. v. Wilson, 384 F.3d 547.txt",1,2229,29.30,1.35,2.92,2.87,0.58,6.42,1.66,1.62,2.15,5.56
"Keller v. City of Fremont, 719 F.3d 931.txt",1,1813,28.30,1.82,2.21,2.04,0.66,2.15,2.15,1.43,2.48,3.03
"United States v. Bastian, 603 F.3d 460.txt",1,416,27.40,0.96,2.88,2.16,0.96,3.12,0.24,0.48,3.12,3.12
"Nelson v. Shuffman, 476 F.3d 635.txt",1,1372,24.93,1.24,4.08,1.75,1.82,1.75,1.02,2.19,1.97,2.41
"United States v. Eredia, 578 Fed. Appx. 620.txt",1,461,22.99,0.22,1.30,0.00,1.52,1.52,0.22,0.65,2.17,1.30
"Lee v. Driscoll, 871 F.3d 581.txt",1,1965,28.45,1.53,1.83,1.37,1.37,0.87,1.63,1.58,2.60,2.14
"Phelps-Roper v. Troutman, 662 F.3d 485.txt",1,57,17.54,0.00,5.26,1.75,0.00,1.75,0.00,1.75,1.75,0.00
"Petrone v. Werner Enters., 940 F.3d 425.txt",1,1746,22.57,1.60,3.67,3.55,1.03,1.43,0.46,0.69,1.89,2.98
"Pedroza v. Cintas Corp. No. 2, 397 F.3d 1063.txt",1,157,20.38,1.91,4.46,2.55,3.18,2.55,1.91,0.00,2.55,3.82
"Ginters v. Frazier, 614 F.3d 822.txt",1,776,29.12,1.29,3.87,3.61,0.52,1.68,1.55,2.19,1.29,2.58
"McGuire v. Indep. Sch. Dist. No. 833, 863 F.3d 1030.txt",1,169,27.22,2.96,1.78,2.37,0.00,2.96,1.18,2.37,1.18,3.55
"Gaitan v. Holder, 683 F.3d 951.txt",1,806,19.85,2.36,3.60,1.86,0.62,2.23,0.50,2.98,1.24,2.98
"Nunley v. DOJ, 425 F.3d 1132.txt",1,1352,26.85,1.41,3.48,1.70,1.04,1.55,1.33,0.74,3.03,2.07
"Liadov v. Mukasey, 518 F.3d 1003.txt",1,620,24.03,1.45,2.10,1.94,1.45,1.45,1.29,2.74,1.29,1.29
"Int'l Union, United Auto., Aero. & Agric. Implement Workers of Am. v. Trane U.S. Inc., 946 F.3d 1031.txt",1,1163,31.90,1.98,3.27,1.12,0.86,2.92,0.60,0.34,2.58,4.47
"United States v. Luger, 837 F.3d 870.txt",1,427,28.34,2.58,4.45,1.17,0.47,0.70,0.70,2.11,2.34,2.34
"Menard, Inc. v. Dial-Columbus, LLC, 781 F.3d 993.txt",1,1022,27.98,2.35,1.96,1.66,1.86,2.25,1.96,1.27,1.96,2.94
"Levitt v. Merck & Co., 914 F.3d 1169.txt",1,1591,26.71,0.88,4.78,2.89,0.57,1.26,1.70,1.19,2.39,1.45
"Horras v. Am. Capital Strategies, Ltd., 729 F.3d 798.txt",1,1555,23.41,1.35,1.86,1.35,1.09,1.16,2.38,2.32,2.51,2.12
"United States v. Flute, 951 F.3d 908.txt",1,1168,26.80,0.51,2.57,1.80,0.86,1.54,0.17,0.60,2.14,1.20
"United States v. Taylor, 803 F.3d 931.txt",1,1143,27.38,1.31,2.36,2.19,0.61,1.75,0.61,0.87,1.49,1.31
"Minnesota Citizens Concerned for Life, Inc. v. Swanson, 692 F.3d 864.txt",1,180,31.11,1.11,3.89,2.78,0.00,2.22,0.00,3.89,3.33,2.78
