Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"In re_ Amendments to the Rules Regulating the Fla. Bar--Rule 4-7.6, Computer Accessed Communs., 2009.txt",1,1340,32.31,0.67,4.63,2.76,1.27,2.76,1.42,1.34,3.28,2.01
"Dorsey v. Reider, 139 So. 3d 860.txt",1,648,28.24,1.70,3.24,4.17,0.77,0.93,1.54,2.93,3.09,2.47
"Mapp v. State, 71 So. 3d 776.txt",1,719,28.37,2.36,2.92,2.36,0.97,1.39,2.92,1.53,2.78,2.78
"Fla. Bar v. MacNamara, 132 So. 3d 165.txt",1,27,18.52,3.70,3.70,0.00,3.70,7.41,0.00,0.00,11.11,7.41
"Lowe v. State, 259 So. 3d 23.txt",1,66,24.24,1.52,3.03,3.03,1.52,1.52,0.00,1.52,1.52,1.52
"Dougherty v. State, 149 So. 3d 672.txt",1,171,31.58,2.92,2.34,2.34,1.75,0.58,0.58,3.51,0.58,1.17
"Marston v. State, 136 So. 3d 563.txt",1,595,30.59,2.69,3.87,3.36,0.17,0.50,1.34,0.84,2.86,3.36
"Maronda Homes, Inc. v. Lakeview Reserve Homeowners Ass'n, 2013 Fla. LEXIS 2555.txt",1,579,34.20,1.21,2.25,2.94,0.00,0.52,1.21,1.21,4.66,0.86
"Knight v. State, 186 So. 3d 1005.txt",1,124,32.26,0.00,3.23,4.03,0.81,3.23,1.61,1.61,6.45,1.61
"Cole v. State, 36 So. 3d 597.txt",1,851,28.67,1.76,4.35,5.29,1.88,1.76,2.00,0.59,2.82,2.12
"Williams v. State, 2018 Fla. LEXIS 910.txt",1,110,25.45,0.91,4.55,2.73,1.82,0.91,0.91,0.00,5.45,1.82
"Shore v. Wall, 265 So. 3d 447.txt",1,53,30.19,1.89,1.89,1.89,1.89,0.00,1.89,0.00,0.00,0.00
"Doty v. State, 2014 Fla. LEXIS 3900.txt",1,56,21.43,0.00,7.14,3.57,5.36,1.79,0.00,0.00,1.79,3.57
"Tiara Condo. Ass'n v. Marsh & McLennan Cos., 110 So. 3d 399.txt",1,1691,30.63,1.18,2.48,3.61,1.71,1.36,2.37,1.36,2.72,1.60
"League of Women Voters of Fla. v. Detzner, 172 So. 3d 363.txt",1,13134,29.14,1.46,2.69,2.87,1.52,2.28,1.35,1.25,4.10,2.56
"Penzer v. Transp. Ins. Co., 29 So. 3d 1000.txt",1,1266,30.81,0.95,5.06,3.79,1.26,3.32,1.03,0.63,2.45,2.61
"Fla. Dep't of Children & Families v. Davis Family Day Care Home, 160 So. 3d 854.txt",1,163,26.38,0.61,2.45,1.84,1.84,0.61,0.00,0.61,1.84,0.61
"Mullens v. State, 197 So. 3d 16.txt",1,1972,31.03,1.01,2.23,1.37,1.06,1.77,1.37,1.17,4.01,1.52
"Westphal v. City of St. Petersburg, 194 So. 3d 311.txt",1,579,30.57,1.38,2.76,1.55,1.55,2.07,1.55,0.52,2.42,2.25
"Bretherick v. State, 170 So. 3d 766.txt",1,606,27.23,1.49,5.78,3.14,1.98,1.98,3.47,1.82,0.99,1.32
"Agatheas v. State, 77 So. 3d 1232.txt",1,321,32.71,1.56,3.74,2.18,1.56,0.93,1.25,2.18,2.80,1.25
"Johnson v. Omega Ins. Co., 200 So. 3d 1207.txt",1,834,33.93,1.68,4.68,2.04,0.84,1.08,0.84,2.64,3.36,2.88
"J.A. v. Heart of Adoptions, Inc. (In the Interest of Baby H.), 981 So. 2d 471.txt",1,662,27.49,1.66,2.87,1.06,0.60,2.27,0.76,1.66,4.68,1.96
"Ferrell v. State, 29 So. 3d 959.txt",1,32,21.88,3.12,3.12,0.00,3.12,6.25,0.00,0.00,9.38,6.25
"In re Amendments to the Fla. Rules of Crim. Procedure, 185 So. 3d 1169.txt",1,7165,26.25,1.44,2.26,1.31,1.03,2.94,2.78,0.46,4.03,2.97
"State v. Phillips, 119 So. 3d 1233.txt",1,1441,28.87,1.53,2.15,2.08,0.83,1.04,2.22,1.94,1.73,1.80
"In re Std. Jury Instructions in Civ. Cases-Report No. 09-10 (Prods. Liab.), 91 So. 3d 785.txt",1,142,35.21,0.70,1.41,4.23,2.82,0.70,0.70,1.41,7.04,1.41
"Jimenez v. State, 246 So. 3d 219.txt",1,247,27.94,1.21,1.62,0.40,2.02,1.62,0.40,0.81,3.24,1.62
"Delmonico v. Traynor, 116 So. 3d 1205.txt",1,1018,31.53,2.16,3.05,2.26,1.18,1.47,2.36,1.28,2.95,2.06
"State v. Teamer, 151 So. 3d 421.txt",1,1545,29.00,1.36,5.11,3.62,0.78,1.49,1.23,2.27,1.88,1.62
"Fridman v. Safeco Ins. Co., 185 So. 3d 1214.txt",1,667,25.79,1.50,3.15,1.80,1.05,1.20,1.80,3.45,2.85,1.65
"Gutierrez v. Vargas, 239 So. 3d 615.txt",1,952,36.13,1.37,3.57,2.10,0.63,1.05,2.00,1.26,2.21,2.31
"In re Amendments to the Rules Regulating the Fla. Bar_rules 11-1, 214 So. 3d 1232.txt",1,113,30.09,0.88,3.54,2.65,2.65,1.77,0.00,1.77,3.54,1.77
"In re_ Amendments to the Rules Regulating the Fla. Bar-Subchapter 4-7, Lawyer Advertising Rules, 108.txt",1,120,38.33,0.00,2.50,4.17,0.83,1.67,0.83,2.50,3.33,1.67
"In re_ Amendments to the Fla. Rules of Crim. Procedure & the Fla. Rules of Appellate Procedure, 132.txt",1,8371,26.52,1.53,1.96,1.97,1.24,3.43,2.39,1.22,3.23,3.37
"League of Women Voters of Fla. v. Detzner, 2015 Fla. LEXIS 2947.txt",1,383,25.07,0.78,0.78,1.04,1.31,1.57,1.57,0.52,4.18,0.78
"Allstate Floridian Ins. Co. v. Ronco Inventions, LLC, 890 So. 2d 300.txt",1,1180,29.92,1.53,4.15,2.12,0.42,1.61,0.76,2.37,2.80,1.53
"Taylor v. State, 246 So. 3d 231.txt",1,1454,26.89,0.89,2.27,2.68,0.83,2.06,0.83,1.17,2.54,1.72
"Citizens of State v. Graham, 191 So. 3d 897.txt",1,2172,27.95,1.29,1.75,2.44,0.55,1.93,0.97,0.51,2.95,2.03
"McCloud v. State, 208 So. 3d 668.txt",1,2320,27.72,1.85,3.32,2.37,0.60,1.21,1.16,0.73,2.63,3.10
"Patrick v. Hess, 212 So. 3d 1039.txt",1,625,30.08,1.60,1.28,2.08,0.80,0.32,1.60,4.64,2.56,1.60
"Weaver v. Myers, 229 So. 3d 1118.txt",1,6776,32.87,1.43,3.69,2.14,0.44,0.99,1.55,1.39,3.04,1.80
"State v. Akins, 69 So. 3d 261.txt",1,808,28.47,1.98,4.58,1.49,1.61,1.11,1.61,0.50,2.60,1.86
"Doe v. State, 217 So. 3d 1020.txt",1,184,31.52,1.63,2.72,2.17,1.63,2.72,0.54,1.09,1.63,1.09
"Braddy v. State, 219 So. 3d 803.txt",1,54,14.81,1.85,0.00,0.00,0.00,1.85,0.00,0.00,3.70,0.00
"Ventura v. State, 29 So. 3d 1086.txt",1,907,31.09,1.10,5.95,1.87,0.99,1.87,0.99,0.33,2.09,1.32
"In re_ Amendments to the Fla. Evidence Code, 144 So. 3d 536.txt",1,92,36.96,3.26,2.17,7.61,0.00,2.17,0.00,0.00,3.26,3.26
"Advisory Opinion to the AG re_ 1.35% Property Cap, 2 So. 3d 968.txt",1,1883,29.47,2.18,4.73,2.60,1.38,1.22,2.02,1.54,2.44,1.65
"Fla. House of Representatives v. League of Women Voters of Fla., 118 So. 3d 198.txt",1,2156,30.52,1.44,3.01,2.64,1.02,1.48,2.32,1.39,3.39,2.23
"Correll v. State, 2015 Fla. LEXIS 2177.txt",1,2188,28.43,0.96,1.51,3.88,1.14,1.42,1.05,0.82,2.51,1.33
"League of Women Voters v. Detzner, 170 So. 3d 800.txt",1,87,32.18,1.15,2.30,1.15,0.00,1.15,0.00,0.00,0.00,0.00
"Am. Optical Corp. v. Spiewak, 73 So. 3d 120.txt",1,1235,29.07,2.11,2.11,2.59,0.57,0.73,1.46,0.65,1.94,2.11
"Norvil v. State, 191 So. 3d 406.txt",1,934,30.94,2.03,3.10,2.14,0.96,1.50,2.36,1.28,1.50,2.14
"Fla. Parole Comm'n v. Spaziano, 48 So. 3d 714.txt",1,947,32.31,1.69,3.70,3.27,0.95,2.01,1.06,0.74,1.16,2.53
"Reynolds v. Leon Cnty. Energy Improvement Dist., 176 So. 3d 254.txt",1,82,26.83,1.22,7.32,9.76,3.66,3.66,0.00,1.22,2.44,4.88
"Cherry v. Jones, 208 So. 3d 701.txt",1,64,15.62,1.56,6.25,6.25,3.12,0.00,0.00,1.56,0.00,1.56
"In re Implementation of Judicial Branch Governance Study Group Recommendations, 121 So. 3d 1.txt",1,515,23.50,2.52,1.94,4.85,2.52,2.91,0.97,0.97,3.50,3.30
"Scharrer v. Fundamental Admin. Servs., 176 So. 3d 1273.txt",1,213,35.21,1.41,1.41,0.47,1.88,1.41,0.00,0.94,1.41,1.88
"Fla. Bar v. Garcia, 2019 Fla. LEXIS 630.txt",1,25,20.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,12.00,4.00
"Wright v. City of Miami Gardens, 200 So. 3d 765.txt",1,712,28.93,2.25,2.67,2.11,0.84,2.25,0.84,0.98,2.11,3.23
"Foster v. State, 260 So. 3d 174.txt",1,188,14.89,1.60,1.06,2.13,2.13,0.00,0.00,2.13,1.60,1.06
"Capehart v. State, 35 So. 3d 909.txt",1,47,25.53,0.00,2.13,0.00,2.13,0.00,0.00,0.00,4.26,0.00
"Branch v. State (In re Branch), 890 So. 2d 322.txt",1,1245,32.05,1.61,2.49,2.49,0.88,1.85,2.81,1.53,2.17,2.73
"Stubbs v. State, 951 So. 2d 910.txt",1,194,26.29,1.55,2.06,2.06,0.52,2.58,0.52,1.55,2.58,1.55
"Colon v. State, 2019 Fla. LEXIS 1972.txt",1,67,16.42,1.49,2.99,1.49,0.00,0.00,1.49,0.00,2.99,1.49
"Wheeler v. State, 956 So. 2d 517.txt",1,1249,28.50,0.64,4.80,3.12,1.04,1.68,1.36,2.16,1.84,0.96
"State v. Meshell, 2 So. 3d 132.txt",1,147,26.53,2.04,1.36,1.36,1.36,1.36,2.04,1.36,4.08,2.04
"Brown v. State, 2020 Fla. LEXIS 1439.txt",1,176,21.02,1.70,2.84,4.55,1.70,1.70,2.27,0.57,2.27,2.84
"In re Turner, 76 So. 3d 898.txt",1,1458,30.86,1.71,1.78,2.74,1.51,2.33,1.17,2.54,2.33,3.36
"Miles v. Weingrad, 164 So. 3d 1208.txt",1,902,26.94,2.00,4.55,0.78,0.44,3.33,2.66,2.88,3.10,2.33
"Farina v. State, 191 So. 3d 454.txt",1,2479,25.74,1.69,2.99,2.18,2.22,2.10,1.13,0.89,2.14,3.23
"Franqui v. State, 14 So. 3d 238.txt",1,212,31.60,1.89,0.94,2.83,0.94,1.42,2.83,0.94,1.42,0.00
"Limones v. Sch. Dist., 161 So. 3d 384.txt",1,244,27.05,1.64,2.87,4.92,1.64,0.82,3.28,3.28,3.28,1.23
"Fla. Bar v. Kinsella, 260 So. 3d 1046.txt",1,2916,28.19,1.71,2.09,1.44,0.99,1.30,2.09,0.99,3.40,1.82
"State v. Tuttle, 177 So. 3d 1246.txt",1,606,29.70,1.65,5.28,5.12,1.98,0.66,1.49,0.50,1.49,1.49
"Jones v. Fla. Parole Comm'n, 48 So. 3d 704.txt",1,1588,30.10,1.64,3.09,2.64,1.13,1.20,1.64,1.83,1.83,2.58
"E.A.R. v. State, 4 So. 3d 614.txt",1,1743,30.24,0.63,3.90,2.47,1.78,1.43,0.86,2.18,2.41,1.20
"J.W.T. v. S.T., 974 So. 2d 436.txt",1,26,34.62,0.00,3.85,3.85,0.00,3.85,0.00,0.00,7.69,0.00
"Rigterink v. State, 2 So. 3d 221.txt",1,655,27.33,1.37,5.95,1.98,1.37,2.29,0.15,0.61,1.98,1.98
"Bogle v. State, 288 So. 3d 1065.txt",1,220,15.45,1.36,1.36,2.73,2.73,0.45,0.45,3.18,1.82,1.82
"Raymond James Fin. Servs. v. Saldukas, 851 So. 2d 853.txt",1,216,28.24,0.93,0.46,0.46,0.93,4.17,0.93,2.31,1.39,1.39
"Polite v. State, 116 So. 3d 270.txt",1,266,24.81,1.50,4.14,1.50,1.13,0.38,0.75,2.63,1.50,1.50
"Swafford v. State, 125 So. 3d 760.txt",1,4880,29.02,2.17,3.42,2.44,1.89,1.99,1.48,0.78,2.46,3.03
"Hernandez v. Crespo, 211 So. 3d 19.txt",1,398,29.65,1.01,2.51,3.27,0.50,0.75,0.50,1.26,1.26,1.01
In re Implementation of Judicial Branch Governance Study Group Recommendations_amendments to the Fla.txt,1,418,27.03,0.72,1.67,2.63,0.24,0.96,1.20,0.96,3.83,0.96
Parker v. Bd. of Trs. of the City Pension Fund for Firefighters & Police Officers in the City of Tam.txt,1,462,31.17,2.81,1.95,0.65,1.08,3.46,2.81,1.08,3.90,4.76
"Davila v. State, 75 So. 3d 192.txt",1,748,31.42,1.60,4.01,2.67,2.41,3.07,1.07,1.47,2.54,3.48
"Pino v. Bank of N.Y., 76 So. 3d 927.txt",1,497,23.74,1.81,3.42,1.21,1.21,1.21,1.01,1.21,2.41,1.21
"Corona v. State, 64 So. 3d 1232.txt",1,147,32.65,0.68,1.36,2.04,0.68,0.68,1.36,2.04,1.36,0.68
"Pratt v. Weiss, 161 So. 3d 1268.txt",1,376,25.53,1.60,3.46,4.26,0.53,1.60,1.06,2.93,2.39,2.39
"Herring v. State, 2017 Fla. LEXIS 739.txt",1,556,25.18,0.90,3.42,1.80,0.90,0.54,1.26,0.72,2.34,1.62
"Williams v. State, 123 So. 3d 23.txt",1,180,30.00,1.67,5.56,3.33,2.78,1.67,1.67,0.00,3.89,0.56
"Rando v. Gov't Employees Ins. Co., 39 So. 3d 244.txt",1,932,36.48,2.47,3.33,2.15,0.86,2.25,1.50,1.61,1.93,2.68
"In re Amendments to Fla. Rule of Juvenile Procedure 8.150, 184 So. 3d 1116.txt",1,165,34.55,1.82,0.00,1.82,0.61,2.42,0.00,0.00,3.03,2.42
"Fla. Bar v. Faro, 2018 Fla. LEXIS 1814.txt",1,37,24.32,0.00,0.00,0.00,2.70,0.00,0.00,0.00,2.70,2.70
"In re Amendments to Rule Regulating the Fla. Bar 4-7.22-Lawyer Referral Servs., 175 So. 3d 779.txt",1,82,36.59,1.22,4.88,0.00,1.22,2.44,1.22,0.00,2.44,3.66
"Jackson v. State, 107 So. 3d 328.txt",1,2316,27.25,1.81,2.42,1.55,0.91,1.64,0.99,0.69,3.93,2.29
"Harris v. State, 959 So. 2d 794.txt",1,1535,28.01,1.56,3.84,2.87,0.85,1.50,1.37,0.65,2.35,1.24
"L.R. v. State, 948 So. 2d 827.txt",1,185,18.92,0.54,3.78,2.70,1.62,0.54,0.54,3.24,1.62,0.00
"Hurst v. State, 202 So. 3d 40.txt",1,591,25.21,1.69,1.69,1.52,0.17,2.20,0.68,2.03,1.86,1.86
"Del Valle v. State, 80 So. 3d 999.txt",1,3879,28.07,1.08,2.73,1.78,1.01,1.52,1.86,1.39,2.63,1.88
"Shah v. Bland, 973 So. 2d 1188.txt",1,51,33.33,1.96,1.96,1.96,3.92,3.92,0.00,0.00,1.96,3.92
"Castellanos v. Next Door Co., 192 So. 3d 431.txt",1,3029,33.38,1.39,4.75,2.61,1.12,2.11,1.85,1.78,2.77,1.95
"Fla. Bar v. Hudson, 75 So. 3d 215.txt",1,681,29.07,1.17,3.08,1.47,0.59,0.73,1.62,3.08,3.23,1.91
"Wiggins v. Fla. Dep't of Highway Safety & Motor Vehicles, 209 So. 3d 1165.txt",1,3044,25.10,1.54,3.19,1.71,0.69,1.84,1.58,1.84,2.53,2.60
"Williams v. State, 186 So. 3d 989.txt",1,214,32.24,0.93,6.07,4.21,1.40,3.74,0.47,0.93,2.80,0.93
"Fla. Dep't of State v. Fla. State Conf. of NAACP Branches, 43 So. 3d 662.txt",1,1339,34.50,2.76,3.29,1.72,1.64,2.09,1.19,1.87,4.41,3.81
"Capone v. Philip Morris United States, 116 So. 3d 363.txt",1,368,23.64,1.63,2.72,3.26,0.82,1.36,0.82,1.09,3.26,2.45
"Franqui v. State, 2020 Fla. LEXIS 767.txt",1,217,17.51,1.84,3.23,3.69,1.84,0.46,0.46,1.84,1.38,2.76
"Williams v. State, 226 So. 3d 758.txt",1,53,15.09,0.00,0.00,0.00,0.00,1.89,0.00,0.00,3.77,0.00
"State v. Miller, 227 So. 3d 562.txt",1,253,21.74,2.37,1.58,1.58,1.19,1.98,1.19,0.79,1.19,2.77
"Smith v. State, 28 So. 3d 838.txt",1,1271,23.52,1.42,3.07,2.68,1.65,2.75,1.10,0.31,3.93,2.83
"State v. Richman, 861 So. 2d 1195.txt",1,3261,31.46,1.53,2.70,2.15,1.17,2.21,2.45,0.92,2.33,2.94
"State v. Hines, 26 So. 3d 1289.txt",1,67,23.88,0.00,2.99,2.99,1.49,1.49,0.00,1.49,2.99,0.00
"Tumblin v. State, 29 So. 3d 1093.txt",1,692,25.14,1.30,3.47,1.88,1.88,0.72,1.30,1.01,2.46,1.59
"Gordon v. State, 75 So. 3d 200.txt",1,186,31.72,2.69,4.30,1.61,2.69,1.61,0.54,0.00,3.76,4.30
"Fla. Dep't of Highway Safety & Motor Vehicles v. Hernandez, 74 So. 3d 1070.txt",1,503,33.20,2.19,3.78,2.58,0.40,1.39,0.20,1.99,1.79,2.19
"Hodgkins v. State, 175 So. 3d 741.txt",1,2921,22.87,0.99,3.59,2.29,1.13,1.81,0.75,0.55,4.42,1.71
"Pizzi v. Scott, 160 So. 3d 897.txt",1,314,26.43,3.18,0.96,2.23,1.27,1.27,0.64,2.55,2.23,3.18
"Cortez v. Palace Resorts, Inc., 123 So. 3d 1085.txt",1,174,29.89,1.72,5.17,4.02,1.15,1.15,0.57,3.45,5.75,1.15
"Maronda Homes, Inc. v. Lakeview Reserve Homeowners Ass'n, 127 So. 3d 1258.txt",1,579,34.20,1.21,2.25,2.94,0.00,0.52,1.21,1.21,4.66,0.86
"Smith v. State, 880 So. 2d 730.txt",1,3539,31.28,1.41,7.94,1.78,1.10,1.64,0.90,1.19,2.91,1.98
"Bd. of Trs. v. Lee, 189 So. 3d 120.txt",1,344,32.56,2.91,2.03,4.07,1.74,0.87,1.74,4.36,3.49,3.20
"Wells Fargo Bank, N.A. v. Pruco Life Ins. Co., 200 So. 3d 1202.txt",1,101,35.64,2.97,3.96,0.99,0.00,1.98,0.99,0.00,1.98,4.95
"Hildwin v. State, 141 So. 3d 1178.txt",1,2789,25.99,1.33,2.76,1.36,0.75,1.54,0.43,0.61,3.59,2.19
"Cox v. St. Josephs Hosp., 71 So. 3d 795.txt",1,162,29.63,3.70,1.23,1.85,1.23,4.94,3.09,1.23,3.09,4.94
"Lemieux v. Tandem Health Care of Fla., Inc., 862 So. 2d 745.txt",1,737,30.53,1.63,5.56,2.71,1.09,1.49,5.02,2.04,1.90,1.90
"Fla. DOT v. Clipper Bay Invs., LLC, 160 So. 3d 858.txt",1,977,25.59,2.35,2.35,4.09,0.51,1.84,0.61,0.92,1.54,3.07
"B.R.C.M. v. Fla. Dep't of Children & Families, 215 So. 3d 1219.txt",1,1428,28.36,1.75,2.45,1.47,0.70,2.73,1.89,2.38,1.96,3.01
"Plott v. State, 148 So. 3d 90.txt",1,758,25.99,2.24,2.51,3.03,0.66,1.32,1.98,3.83,2.37,3.03
"Johnson v. State, 53 So. 3d 1003.txt",1,3426,24.69,1.72,4.00,2.13,1.08,2.31,1.66,1.17,2.01,2.63
"Tasker v. State, 48 So. 3d 798.txt",1,864,28.59,1.50,1.85,1.62,0.69,1.16,0.00,0.69,2.55,1.74
"Greenwade v. State, 124 So. 3d 215.txt",1,565,28.67,1.42,5.84,4.07,2.48,2.30,1.42,1.95,2.30,1.59
"Hernandez v. State, 56 So. 3d 752.txt",1,189,25.93,1.59,3.70,3.17,0.53,1.06,1.06,1.59,2.65,1.59
"Bowles v. State, 276 So. 3d 791.txt",1,140,19.29,1.43,0.00,2.14,3.57,1.43,0.00,1.43,2.86,1.43
"J.R. v. Palmer, 175 So. 3d 710.txt",1,1370,31.75,1.39,2.99,2.26,0.88,2.19,2.70,3.07,2.41,1.82
"Harvey v. GEICO Gen. Ins. Co., 259 So. 3d 1.txt",1,6248,25.62,1.39,3.07,1.66,1.34,1.89,1.86,1.97,3.09,1.68
"Ventura v. State, 2 So. 3d 194.txt",1,476,33.40,1.47,2.31,1.89,1.05,1.89,1.68,0.84,1.89,1.05
"Walton v. State, 208 So. 3d 60.txt",1,4685,24.65,2.01,3.09,2.37,1.20,2.65,1.56,0.73,3.03,2.86
"Sierra Club v. Brown, 243 So. 3d 903.txt",1,1161,29.97,1.55,5.08,2.41,2.15,2.07,1.98,1.03,2.76,2.41
"Valle v. State, 70 So. 3d 525.txt",1,1688,27.67,2.31,2.07,2.43,1.13,1.48,0.89,1.60,3.20,2.84
"State v. McMahon, 94 So. 3d 468.txt",1,1573,29.69,1.27,2.86,1.53,1.08,1.21,2.10,1.53,2.10,1.59
"Nunez v. Geico Gen. Ins. Co., 117 So. 3d 388.txt",1,751,31.42,2.40,2.80,2.80,0.67,2.13,1.46,2.80,4.53,1.60
"Sexton v. State, 221 So. 3d 547.txt",1,683,29.14,1.17,2.64,2.05,0.15,1.32,0.73,1.17,2.78,1.76
"Rodriguez v. State, 187 So. 3d 841.txt",1,1195,29.96,1.92,4.60,3.60,2.68,2.34,2.59,1.67,1.59,3.26
"Tundidor v. State, 221 So. 3d 587.txt",1,56,26.79,0.00,0.00,0.00,0.00,5.36,1.79,0.00,8.93,1.79
"Futch v. Fla. Dep't of Highway Safety & Motor Vehicles, 189 So. 3d 131.txt",1,848,31.72,1.18,1.77,2.24,0.59,1.53,3.30,1.42,0.94,1.77
"Williams v. State, 261 So. 3d 1248.txt",1,121,29.75,0.83,5.79,1.65,1.65,0.00,0.83,0.00,3.31,1.65
