Filename,Segment,WC,Sixltr,negate,insight,cause,discrep,tentat,certain,inhib,incl,excl
"Teddy 23, LLC v. Mich. Film Office, 500 Mich. 951.txt",1,1097,28.35,0.73,1.64,1.19,1.00,3.46,1.09,1.37,2.10,4.74
"People v. McKinney, 468 Mich. 928.txt",1,152,30.92,0.00,0.66,0.00,1.32,0.00,1.32,1.97,5.92,0.00
"Booker v. City of Detroit, 469 Mich. 892.txt",1,2418,26.43,1.57,1.41,1.74,1.49,2.56,1.12,1.78,2.77,2.94
"Sumner v. GMC, 463 Mich. 929.txt",1,429,24.71,1.63,3.03,1.86,0.93,0.47,1.17,2.10,1.86,2.10
"People v. Freeze, 489 Mich. 986.txt",1,301,25.25,1.99,3.65,1.66,1.99,1.99,0.66,1.33,1.33,1.99
"Hassan v. Hassan, 1997 Mich. App. LEXIS 2284.txt",1,281,23.13,1.42,3.56,2.14,1.42,0.71,2.14,1.07,2.14,1.42
"People v. Fisher, 483 Mich. 1007.txt",1,1136,29.14,1.32,2.55,1.94,1.50,2.46,1.06,1.58,4.14,2.20
"Pellegrino v. Ampco Sys. Parking, 485 Mich. 1134.txt",1,15050,28.59,1.02,2.74,1.89,1.49,2.86,1.53,1.25,2.31,2.68
"People v. Conway, 469 Mich. 857.txt",1,473,29.39,1.48,1.90,2.11,1.90,3.38,2.11,2.11,3.17,3.17
"Dep't of Envtl. Quality v. Waterous Co., 483 Mich. 890.txt",1,55,32.73,1.82,1.82,5.45,0.00,1.82,0.00,3.64,3.64,3.64
"Garcia v. Estate of Doyle, 488 Mich. 906.txt",1,56,25.00,1.79,3.57,1.79,0.00,3.57,0.00,1.79,0.00,0.00
"People v. Johnston, 478 Mich. 903.txt",1,574,31.88,2.26,1.57,2.96,1.22,1.57,2.61,0.70,4.18,2.44
"People v. Kadzban (In re Kadzban), 480 Mich. 1148.txt",1,217,26.73,1.38,3.23,5.07,0.92,2.76,1.38,0.46,0.00,2.76
"Univ. of Mich. Regents v. Titan Ins. Co., 488 Mich. 893.txt",1,1449,31.54,1.66,3.11,2.35,1.04,2.28,1.73,2.28,2.69,1.52
"Tomecek v. Bavas, 482 Mich. 484.txt",1,262,32.82,1.15,1.53,4.96,0.76,1.15,1.53,0.38,3.44,1.53
"People v. Rao, 491 Mich. 949.txt",1,426,30.05,1.41,2.82,2.58,0.47,2.11,0.47,0.94,3.05,1.41
"Jackson v. Estate of Green, 484 Mich. 209.txt",1,2576,21.93,2.10,2.37,2.99,1.98,2.21,1.44,2.10,1.94,2.68
"People v. Ward, 483 Mich. 1071.txt",1,636,28.77,2.04,1.10,2.83,1.10,1.26,1.26,2.99,3.46,2.20
"Chambers v. Wayne County Airport Auth., 483 Mich. 1081.txt",1,967,36.50,0.83,4.03,2.69,0.72,0.83,1.14,2.69,2.90,1.14
"Tomecek v. Bavas, 483 Mich. 891.txt",1,271,32.47,2.21,6.64,4.80,1.48,1.85,2.21,1.11,4.06,1.85
"Esselman v. Garden City Hosp., 780 N.W.2d 781.txt",1,837,32.38,0.72,3.82,2.99,0.84,1.19,0.84,2.27,3.58,1.19
"Sower v. Reynolds, 488 Mich. 909.txt",1,56,25.00,1.79,3.57,1.79,0.00,3.57,0.00,1.79,0.00,0.00
"Ronnisch Constr. Grp., Inc. v. Lofts on the Nine, LLC, 499 Mich. 544.txt",1,3928,28.03,1.93,2.90,2.47,0.84,2.16,1.55,1.30,2.62,1.78
"Wilcox v. State Farm Mut. Auto. Ins. Co., 486 Mich. 870.txt",1,262,24.81,0.38,5.73,2.29,1.53,1.53,2.29,0.38,1.15,1.91
"Apsey v. Mem'l Hosp., 477 Mich. 120.txt",1,870,32.99,1.84,4.02,3.79,1.26,1.72,1.95,0.80,3.79,1.61
"People v. McGuffey, 468 Mich. 859.txt",1,315,27.94,0.63,4.44,1.90,0.95,2.22,1.27,1.59,2.22,2.86
"In re Morrow, 496 Mich. 291.txt",1,2718,27.89,1.88,3.53,2.65,1.03,1.69,1.88,0.85,2.61,1.80
"People v. Comer, 853 N.W.2d 705.txt",1,53,30.19,0.00,1.89,0.00,1.89,1.89,1.89,1.89,1.89,1.89
"People v. Carpenter, 488 Mich. 884.txt",1,73,26.03,0.00,4.11,5.48,0.00,2.74,0.00,1.37,0.00,1.37
"People v. Wilson, 469 Mich. 905.txt",1,505,27.72,0.99,5.15,1.78,1.39,1.98,3.17,0.79,2.38,1.39
"Mattison v. Soc. Sec. Comm'r (In re Certified Question), 493 Mich. 70.txt",1,553,30.38,1.08,5.24,1.08,2.71,2.89,1.45,0.90,3.25,1.45
"Anglers of the AuSable, Inc. v. Dep't of Envtl. Quality, 489 Mich. 884.txt",1,1646,25.27,1.15,2.79,2.25,0.55,2.55,0.97,0.85,2.55,2.13
"Driver v. Naini, 490 Mich. 239.txt",1,90,33.33,0.00,2.22,4.44,1.11,2.22,4.44,1.11,1.11,1.11
"People v. Trakhtenberg, 493 Mich. 38.txt",1,2175,36.55,2.30,3.68,2.90,2.07,1.61,1.56,0.87,2.53,2.90
"People v. Richards, 491 Mich. 855.txt",1,2045,29.78,1.81,2.54,3.42,0.98,2.49,1.86,1.61,2.59,2.79
"Small v. Wysong, 748 N.W.2d 517.txt",1,46,34.78,0.00,4.35,2.17,4.35,2.17,0.00,0.00,2.17,2.17
"Tomecek v. Bavas, 2008 Mich. LEXIS 2671.txt",1,271,32.47,2.21,6.64,4.80,1.48,1.85,2.21,1.11,4.06,1.85
"Thorn v. Mercy Mem'l Hosp., 483 Mich. 1122.txt",1,1136,33.89,0.62,1.85,1.58,0.97,1.67,1.67,1.67,3.79,2.02
"Regents of the Univ. of Mich. v. Titan Ins. Co., 487 Mich. 289.txt",1,5451,26.27,1.71,2.51,2.00,0.88,2.07,1.28,1.72,1.91,2.15
"Dep't of Envtl. Quality v. Worth Twp., 491 Mich. 227.txt",1,3813,29.92,1.57,4.20,3.54,1.84,2.57,1.34,1.68,2.49,3.07
"Ward v. Mich. State Univ., 485 Mich. 917.txt",1,1363,28.76,0.81,4.62,1.91,1.10,2.86,0.95,2.05,2.57,1.10
"BLUHM v. WALSTON, 1998 Mich. App. LEXIS 1631.txt",1,286,31.12,1.40,3.85,3.15,0.70,1.75,1.40,1.40,1.40,1.75
"People v. Custer, 465 Mich. 319.txt",1,7085,30.59,1.58,4.98,3.23,1.76,1.83,1.51,2.00,2.34,1.75
"People v. Claypool, 470 Mich. 715.txt",1,811,35.02,1.48,2.34,3.58,0.99,2.10,0.62,2.10,3.70,2.22
"Parkwood Ltd. Dividend Hous. Ass'n v. State Hous. Dev. Auth., 468 Mich. 763.txt",1,351,31.91,1.14,5.41,3.13,0.85,3.42,2.85,0.28,2.85,1.14
"People v. Negron, 469 Mich. 856.txt",1,112,37.50,1.79,6.25,3.57,0.00,2.68,0.00,1.79,2.68,0.89
"Univ. of Mich. v. GSRA Unionization, 807 N.W.2d 714.txt",1,1082,29.94,1.66,2.40,1.85,2.03,2.22,1.85,1.94,2.40,3.05
